table,source_id,ordinal,original_field,logical_name,original_type,csv_field,csv_reader_type,status,duckdb_fields,duckdb_types,conversion,original_line
L2ZI_MBL_VAS_ENTR_INFO_DALY_H,hackathon_vas_subscription,51,SVC_ENTR_PRSS_DLR_CD,상품가입처리대리점코드,STRING,,,CSV 미생성,,,현재 합성 CSV 및 분석용 DuckDB에 없음,113
L2ZI_MBL_VAS_ENTR_INFO_DALY_H,hackathon_vas_subscription,52,SVC_ENTR_OPRTR_ID,상품가입처리자ID,STRING,,,CSV 미생성,,,현재 합성 CSV 및 분석용 DuckDB에 없음,115
L2ZI_MBL_VAS_ENTR_INFO_DALY_H,hackathon_vas_subscription,53,SVC_EXPRY_PRSS_DLR_CD,상품해지처리대리점코드,STRING,,,CSV 미생성,,,현재 합성 CSV 및 분석용 DuckDB에 없음,117
L2ZI_MBL_VAS_ENTR_INFO_DALY_H,hackathon_vas_subscription,54,SVC_EXPRY_OPRTR_ID,상품해지처리자ID,STRING,,,CSV 미생성,,,현재 합성 CSV 및 분석용 DuckDB에 없음,119
L2ZI_MBL_VAS_ENTR_INFO_DALY_H,hackathon_vas_subscription,55,ATRCT_CHNL_CD,유치채널코드,STRING,,,CSV 미생성,,,현재 합성 CSV 및 분석용 DuckDB에 없음,121
L2ZI_MBL_VAS_ENTR_INFO_DALY_H,hackathon_vas_subscription,56,ATRCT_CHNL_NM,유치채널명,STRING,,,CSV 미생성,,,현재 합성 CSV 및 분석용 DuckDB에 없음,125
L2ZI_MBL_VAS_ENTR_INFO_DALY_H,hackathon_vas_subscription,57,RSALE_POS_CD,실판매POS코드,STRING,,,CSV 미생성,,,현재 합성 CSV 및 분석용 DuckDB에 없음,127
L2ZI_MBL_VAS_ENTR_INFO_DALY_H,hackathon_vas_subscription,58,SALE_EMP_NO,판매사원번호,STRING,,,CSV 미생성,,,현재 합성 CSV 및 분석용 DuckDB에 없음,129
L2ZI_MBL_VAS_ENTR_INFO_DALY_H,hackathon_vas_subscription,59,LAST_YN,최종여부,INTEGER,,,CSV 미생성,,,현재 합성 CSV 및 분석용 DuckDB에 없음,131
L2ZI_MBL_VAS_ENTR_INFO_DALY_H,hackathon_vas_subscription,60,ATRC_CHNL_DIVS_NM,유치채널구분명,STRING,ATRC_CHNL_DIVS_NM,str / None,CSV만 유지,,,"CSV 물리명 유지, Source 매핑 없음",133
L2ZI_MBL_VAS_ENTR_INFO_DALY_H,hackathon_vas_subscription,61,ATRC_DGTL_CHNL_DIVS_NM,유치디지털채널구분명,STRING,,,CSV 미생성,,,현재 합성 CSV 및 분석용 DuckDB에 없음,135
L2ZI_MBL_VAS_ENTR_INFO_DALY_H,hackathon_vas_subscription,62,LVL1_ORG_NM,1레벨조직명,STRING,,,CSV 미생성,,,현재 합성 CSV 및 분석용 DuckDB에 없음,137
L2ZI_MBL_VAS_ENTR_INFO_DALY_H,hackathon_vas_subscription,63,LVL2_ORG_NM,2레벨조직명,STRING,,,CSV 미생성,,,현재 합성 CSV 및 분석용 DuckDB에 없음,139
L2ZI_MBL_VAS_ENTR_INFO_DALY_H,hackathon_vas_subscription,64,LVL3_ORG_NM,3레벨조직명,STRING,,,CSV 미생성,,,현재 합성 CSV 및 분석용 DuckDB에 없음,141
L2ZI_MBL_VAS_ENTR_INFO_DALY_H,hackathon_vas_subscription,65,LVL4_ORG_NM,4레벨조직명,STRING,,,CSV 미생성,,,현재 합성 CSV 및 분석용 DuckDB에 없음,143
L2ZI_MBL_VAS_ENTR_INFO_DALY_H,hackathon_vas_subscription,66,EXPY_CHNL_DIVS_NM,해지채널구분명,STRING,EXPY_CHNL_DIVS_NM,str / None,CSV만 유지,,,"CSV 물리명 유지, Source 매핑 없음",145
L2ZI_MBL_VAS_ENTR_INFO_DALY_H,hackathon_vas_subscription,67,DEVC_MDL_CD,단말모델코드,STRING,,,CSV 미생성,,,현재 합성 CSV 및 분석용 DuckDB에 없음,147
L2ZI_MBL_VAS_ENTR_INFO_DALY_H,hackathon_vas_subscription,68,DEVC_MDL_NM,단말모델명,STRING,,,CSV 미생성,,,현재 합성 CSV 및 분석용 DuckDB에 없음,149
L2ZI_MBL_VAS_ENTR_INFO_DALY_H,hackathon_vas_subscription,69,PET_NM,펫명,STRING,,,CSV 미생성,,,현재 합성 CSV 및 분석용 DuckDB에 없음,151
L2ZI_MBL_VAS_ENTR_INFO_DALY_H,hackathon_vas_subscription,70,PET_NM2,펫명2,STRING,,,CSV 미생성,,,현재 합성 CSV 및 분석용 DuckDB에 없음,153
L2ZI_MBL_VAS_ENTR_INFO_DALY_H,hackathon_vas_subscription,71,DVIC_KD_NM,단말기유형명,STRING,,,CSV 미생성,,,현재 합성 CSV 및 분석용 DuckDB에 없음,155
L2ZI_MBL_VAS_ENTR_INFO_DALY_H,hackathon_vas_subscription,72,DVIC_SPEC_KD_NM,단말기스펙유형명,STRING,,,CSV 미생성,,,현재 합성 CSV 및 분석용 DuckDB에 없음,157
L2ZI_MBL_VAS_ENTR_INFO_DALY_H,hackathon_vas_subscription,73,DVIC_OS_NM,단말기운영체제명,STRING,,,CSV 미생성,,,현재 합성 CSV 및 분석용 DuckDB에 없음,159
L2ZI_MBL_VAS_ENTR_INFO_DALY_H,hackathon_vas_subscription,74,THMM_TRM_SALE_YN,당월단말판매여부,STRING,,,CSV 미생성,,,현재 합성 CSV 및 분석용 DuckDB에 없음,161
L2ZI_MBL_VAS_ENTR_INFO_DALY_H,hackathon_vas_subscription,75,STOP_XCLN_TRM_USE_TERM_DAYS,정지제외단말사용기간일수,INTEGER,,,CSV 미생성,,,현재 합성 CSV 및 분석용 DuckDB에 없음,163
L2ZI_MBL_VAS_ENTR_INFO_DALY_H,hackathon_vas_subscription,76,TRM_USE_TERM_MMCT,단말사용기간개월수,STRING,,,CSV 미생성,,,현재 합성 CSV 및 분석용 DuckDB에 없음,165
L2ZI_MBL_VAS_ENTR_INFO_DALY_H,hackathon_vas_subscription,77,PP_CD,요금제코드,STRING,,,CSV 미생성,,,현재 합성 CSV 및 분석용 DuckDB에 없음,167
L2ZI_MBL_VAS_ENTR_INFO_DALY_H,hackathon_vas_subscription,78,PP_NM,요금제명,STRING,,,CSV 미생성,,,현재 합성 CSV 및 분석용 DuckDB에 없음,169
L2ZI_MBL_VAS_ENTR_INFO_DALY_H,hackathon_vas_subscription,79,PURE_RATE,순요율,NUMERIC,,,CSV 미생성,,,현재 합성 CSV 및 분석용 DuckDB에 없음,171
L2ZI_MBL_VAS_ENTR_INFO_DALY_H,hackathon_vas_subscription,80,PP_NCRG_GRP_NM,요금제순액그룹명,STRING,,,CSV 미생성,,,현재 합성 CSV 및 분석용 DuckDB에 없음,173
L2ZI_MBL_VAS_ENTR_INFO_DALY_H,hackathon_vas_subscription,81,PP_DIVS_NM,요금제구분명,STRING,,,CSV 미생성,,,현재 합성 CSV 및 분석용 DuckDB에 없음,175
L2ZI_MBL_VAS_ENTR_INFO_DALY_H,hackathon_vas_subscription,82,LTE_G5_PP_DIVS_NM,LTE5G요금제구분명,STRING,,,CSV 미생성,,,현재 합성 CSV 및 분석용 DuckDB에 없음,177
L2ZI_MBL_VAS_ENTR_INFO_DALY_H,hackathon_vas_subscription,83,BQ_LOAD_DTTM,BQ적재일시,DATETIME,BQ_LOAD_DTTM,str / None,분석 필드 변환,occurred_at,TIMESTAMP,"occurred_at: Asia/Seoul로 해석 후 UTC 변환, timezone 정보 제거",179
L2ZI_MBL_VAS_ENTR_INFO_DALY_H,hackathon_vas_subscription,84,BQ_LOAD_USER_ID,BQ적재사용자ID,STRING,BQ_LOAD_USER_ID,str / None,CSV만 유지,,,"CSV 물리명 유지, Source 매핑 없음",181
L1BAT_CUST_BLNG_AND_BNFT_SUM,hackathon_billing_profile,1,CZ_LNK_KEY,CSZ_연결키,INT64,CZ_LNK_KEY,str / None,분석 필드 변환,customer_id,VARCHAR,customer_id: 문자열 고객키의 SHA-256 앞 24자리 + customer_ 접두사,3
L1BAT_CUST_BLNG_AND_BNFT_SUM,hackathon_billing_profile,2,BASE_YYMM,기준년월,STRING,BASE_YYMM,str / None,CSV만 유지,,,"CSV 물리명 유지, Source 매핑 없음",5
L1BAT_CUST_BLNG_AND_BNFT_SUM,hackathon_billing_profile,3,BILL_ACNT_NO,암호화청구계정번호,STRING,BILL_ACNT_NO,str / None,CSV만 유지,,,"CSV 물리명 유지, Source 매핑 없음",9
L1BAT_CUST_BLNG_AND_BNFT_SUM,hackathon_billing_profile,4,ACE_NO,암호화납입자정보,STRING,,,CSV 미생성,,,현재 합성 CSV 및 분석용 DuckDB에 없음,11
L1BAT_CUST_BLNG_AND_BNFT_SUM,hackathon_billing_profile,5,ENTR_NO,암호화가입번호,STRING,ENTR_NO,str / None,CSV만 유지,,,"CSV 물리명 유지, Source 매핑 없음",13
L1BAT_CUST_BLNG_AND_BNFT_SUM,hackathon_billing_profile,6,CUST_NO,암호화고객번호,STRING,CUST_NO,str / None,CSV만 유지,,,"CSV 물리명 유지, Source 매핑 없음",15
L1BAT_CUST_BLNG_AND_BNFT_SUM,hackathon_billing_profile,7,YY10_AGELV_ID,10년연령대ID,INT64,YY10_AGELV_ID,str / None,분석 필드 변환,dim_age_band,VARCHAR,"dim_age_band: 공통 이벤트 dimensions.age_band에서 평탄화; 문자열 유지, 제외 패턴 일치 값은 미노출",17
L1BAT_CUST_BLNG_AND_BNFT_SUM,hackathon_billing_profile,8,CUST_AGE,고객연령,INT64,CUST_AGE,str / None,CSV만 유지,,,"CSV 물리명 유지, Source 매핑 없음",19
L1BAT_CUST_BLNG_AND_BNFT_SUM,hackathon_billing_profile,9,ONEID_EMAIL_ADDR,암호화ONEID이메일주소,STRING,,,CSV 미생성,,,현재 합성 CSV 및 분석용 DuckDB에 없음,21
L1BAT_CUST_BLNG_AND_BNFT_SUM,hackathon_billing_profile,10,SVC_CD,서비스코드,STRING,,,CSV 미생성,,,현재 합성 CSV 및 분석용 DuckDB에 없음,23
L1BAT_CUST_BLNG_AND_BNFT_SUM,hackathon_billing_profile,11,SVC_NM,서비스명,STRING,,,CSV 미생성,,,현재 합성 CSV 및 분석용 DuckDB에 없음,25
L1BAT_CUST_BLNG_AND_BNFT_SUM,hackathon_billing_profile,12,PP_CD,요금제코드,STRING,PP_CD,str / None,CSV만 유지,,,"CSV 물리명 유지, Source 매핑 없음",27
L1BAT_CUST_BLNG_AND_BNFT_SUM,hackathon_billing_profile,13,PP_NM,요금제명,STRING,PP_NM,str / None,분석 필드 변환,topic; text,VARCHAR; VARCHAR,topic: 문자열 변환; 제외 패턴 일치 값은 unknown; text: 문자열 변환,29
L1BAT_CUST_BLNG_AND_BNFT_SUM,hackathon_billing_profile,14,PRD_NO,암호화상품번호,STRING,,,CSV 미생성,,,현재 합성 CSV 및 분석용 DuckDB에 없음,31
L1BAT_CUST_BLNG_AND_BNFT_SUM,hackathon_billing_profile,15,ENTR_STTS_CD,가입상태코드,STRING,ENTR_STTS_CD,str / None,분석 필드 변환,outcome,VARCHAR,outcome: 문자열 변환; 제외 패턴 일치 값은 unknown,33
L1BAT_CUST_BLNG_AND_BNFT_SUM,hackathon_billing_profile,16,ENTR_STTS_NM,가입상태명,STRING,,,CSV 미생성,,,현재 합성 CSV 및 분석용 DuckDB에 없음,35
L1BAT_CUST_BLNG_AND_BNFT_SUM,hackathon_billing_profile,17,CNVG_NO,결합번호,INT64,,,CSV 미생성,,,현재 합성 CSV 및 분석용 DuckDB에 없음,37
L1BAT_CUST_BLNG_AND_BNFT_SUM,hackathon_billing_profile,18,HM_CD,홈코드,STRING,,,CSV 미생성,,,현재 합성 CSV 및 분석용 DuckDB에 없음,39
L1BAT_CUST_BLNG_AND_BNFT_SUM,hackathon_billing_profile,19,FRST_ENTR_DT,최초개통일자,STRING,FRST_ENTR_DT,str / None,CSV만 유지,,,"CSV 물리명 유지, Source 매핑 없음",41
L1BAT_CUST_BLNG_AND_BNFT_SUM,hackathon_billing_profile,20,EXPRY_DT,해지일자,STRING,,,CSV 미생성,,,현재 합성 CSV 및 분석용 DuckDB에 없음,43
L1BAT_CUST_BLNG_AND_BNFT_SUM,hackathon_billing_profile,21,BAS_AMT,기본료금액,NUMERIC,,,CSV 미생성,,,현재 합성 CSV 및 분석용 DuckDB에 없음,45
L1BAT_CUST_BLNG_AND_BNFT_SUM,hackathon_billing_profile,22,SPPS_AMT,부가서비스금액,NUMERIC,SPPS_AMT,str / None,분석 필드 변환,measure_vas_amount_krw,DOUBLE,measure_vas_amount_krw: 정수 파싱 후 DOUBLE; 단위 KRW,47
L1BAT_CUST_BLNG_AND_BNFT_SUM,hackathon_billing_profile,23,DEVC_INSTT_AMT,단말할부금액,NUMERIC,,,CSV 미생성,,,현재 합성 CSV 및 분석용 DuckDB에 없음,49
L1BAT_CUST_BLNG_AND_BNFT_SUM,hackathon_billing_profile,24,DEVC_SALE_AMT,단말판매금액,NUMERIC,,,CSV 미생성,,,현재 합성 CSV 및 분석용 DuckDB에 없음,51
L1BAT_CUST_BLNG_AND_BNFT_SUM,hackathon_billing_profile,25,DEVC_RENT_AMT,단말임대금액,NUMERIC,,,CSV 미생성,,,현재 합성 CSV 및 분석용 DuckDB에 없음,53
L1BAT_CUST_BLNG_AND_BNFT_SUM,hackathon_billing_profile,26,DOME_CALL_AMT,국내통화료금액,NUMERIC,,,CSV 미생성,,,현재 합성 CSV 및 분석용 DuckDB에 없음,55
L1BAT_CUST_BLNG_AND_BNFT_SUM,hackathon_billing_profile,27,DOME_VDO_CALL_AMT,국내영상통화료금액,NUMERIC,,,CSV 미생성,,,현재 합성 CSV 및 분석용 DuckDB에 없음,57
L1BAT_CUST_BLNG_AND_BNFT_SUM,hackathon_billing_profile,28,ADDV_CALL_USE_AMT,부가통화사용금액,NUMERIC,,,CSV 미생성,,,현재 합성 CSV 및 분석용 DuckDB에 없음,59
L1BAT_CUST_BLNG_AND_BNFT_SUM,hackathon_billing_profile,29,DOME_LTTR_TADV_AMT,국내문자이용금액,NUMERIC,,,CSV 미생성,,,현재 합성 CSV 및 분석용 DuckDB에 없음,61
L1BAT_CUST_BLNG_AND_BNFT_SUM,hackathon_billing_profile,30,ENTP_LTTR_TADV_AMT,기업문자이용요금금액,NUMERIC,,,CSV 미생성,,,현재 합성 CSV 및 분석용 DuckDB에 없음,63
L1BAT_CUST_BLNG_AND_BNFT_SUM,hackathon_billing_profile,31,MBL_GEN3_DATA_TADV_AMT,모바일3G데이터사용료금액,NUMERIC,,,CSV 미생성,,,현재 합성 CSV 및 분석용 DuckDB에 없음,65
L1BAT_CUST_BLNG_AND_BNFT_SUM,hackathon_billing_profile,32,MBL_LTE_DATA_TADV_AMT,모바일LTE데이터사용료금액,NUMERIC,,,CSV 미생성,,,현재 합성 CSV 및 분석용 DuckDB에 없음,67
L1BAT_CUST_BLNG_AND_BNFT_SUM,hackathon_billing_profile,33,RMNG_TADV_AMT,로밍이용금액,NUMERIC,,,CSV 미생성,,,현재 합성 CSV 및 분석용 DuckDB에 없음,69
L1BAT_CUST_BLNG_AND_BNFT_SUM,hackathon_billing_profile,34,ICTY_CALL_AMT,시내통화료금액,NUMERIC,,,CSV 미생성,,,현재 합성 CSV 및 분석용 DuckDB에 없음,71
L1BAT_CUST_BLNG_AND_BNFT_SUM,hackathon_billing_profile,35,OCTY_CALL_AMT,시외통화료금액,NUMERIC,,,CSV 미생성,,,현재 합성 CSV 및 분석용 DuckDB에 없음,73
L1BAT_CUST_BLNG_AND_BNFT_SUM,hackathon_billing_profile,36,INTCALL_CALL_AMT,국제통화료금액,NUMERIC,,,CSV 미생성,,,현재 합성 CSV 및 분석용 DuckDB에 없음,75
L1BAT_CUST_BLNG_AND_BNFT_SUM,hackathon_billing_profile,37,NAT_REP_CALL_AMT,전국대표통화료금액,NUMERIC,,,CSV 미생성,,,현재 합성 CSV 및 분석용 DuckDB에 없음,77
L1BAT_CUST_BLNG_AND_BNFT_SUM,hackathon_billing_profile,38,ETC_CALL_AMT,기타통화료금액,NUMERIC,,,CSV 미생성,,,현재 합성 CSV 및 분석용 DuckDB에 없음,79
L1BAT_CUST_BLNG_AND_BNFT_SUM,hackathon_billing_profile,39,INFO_TADV_AMT,정보이용료,NUMERIC,,,CSV 미생성,,,현재 합성 CSV 및 분석용 DuckDB에 없음,81
L1BAT_CUST_BLNG_AND_BNFT_SUM,hackathon_billing_profile,40,PPS_RING_ELCTC_AMT,PPS링충전금액,NUMERIC,,,CSV 미생성,,,현재 합성 CSV 및 분석용 DuckDB에 없음,83
L1BAT_CUST_BLNG_AND_BNFT_SUM,hackathon_billing_profile,41,SMLS_STLM_AMT,소액결제금액,NUMERIC,SMLS_STLM_AMT,str / None,분석 필드 변환,measure_micropayment_amount_krw,DOUBLE,measure_micropayment_amount_krw: 정수 파싱 후 DOUBLE; 단위 KRW,85
L1BAT_CUST_BLNG_AND_BNFT_SUM,hackathon_billing_profile,42,GOOGLE_PLAY_BUY_AMT,구글플레이구매금액,NUMERIC,,,CSV 미생성,,,현재 합성 CSV 및 분석용 DuckDB에 없음,87
L1BAT_CUST_BLNG_AND_BNFT_SUM,hackathon_billing_profile,43,INTG_APPSTORE_STLM_AMT,통합앱스토어결제금액,NUMERIC,,,CSV 미생성,,,현재 합성 CSV 및 분석용 DuckDB에 없음,89
L1BAT_CUST_BLNG_AND_BNFT_SUM,hackathon_billing_profile,44,IPTV_VOD_TADV_AMT,IPTVVOD이용금액,NUMERIC,,,CSV 미생성,,,현재 합성 CSV 및 분석용 DuckDB에 없음,91
L1BAT_CUST_BLNG_AND_BNFT_SUM,hackathon_billing_profile,45,ENTF_AMT,가입비금액,NUMERIC,,,CSV 미생성,,,현재 합성 CSV 및 분석용 DuckDB에 없음,93
L1BAT_CUST_BLNG_AND_BNFT_SUM,hackathon_billing_profile,46,EBCST_AMT,설치비금액,NUMERIC,,,CSV 미생성,,,현재 합성 CSV 및 분석용 DuckDB에 없음,95
L1BAT_CUST_BLNG_AND_BNFT_SUM,hackathon_billing_profile,47,ENGR_GOUT_AMT,기사출동금액,NUMERIC,,,CSV 미생성,,,현재 합성 CSV 및 분석용 DuckDB에 없음,97
L1BAT_CUST_BLNG_AND_BNFT_SUM,hackathon_billing_profile,48,DEVC_INDM_AMT,단말배상금액,NUMERIC,,,CSV 미생성,,,현재 합성 CSV 및 분석용 DuckDB에 없음,99
L1BAT_CUST_BLNG_AND_BNFT_SUM,hackathon_billing_profile,49,DEVC_RPAR_AMT,단말수리금액,NUMERIC,,,CSV 미생성,,,현재 합성 CSV 및 분석용 DuckDB에 없음,101
L1BAT_CUST_BLNG_AND_BNFT_SUM,hackathon_billing_profile,50,AS_AMT,AS금액,NUMERIC,,,CSV 미생성,,,현재 합성 CSV 및 분석용 DuckDB에 없음,103
L1BAT_CUST_BLNG_AND_BNFT_SUM,hackathon_billing_profile,51,AGDC_RETURN_AMT,약정할인반환금액,NUMERIC,,,CSV 미생성,,,현재 합성 CSV 및 분석용 DuckDB에 없음,105
L1BAT_CUST_BLNG_AND_BNFT_SUM,hackathon_billing_profile,52,DEVC_RETURN_AMT,단말반환금액,NUMERIC,,,CSV 미생성,,,현재 합성 CSV 및 분석용 DuckDB에 없음,107
L1BAT_CUST_BLNG_AND_BNFT_SUM,hackathon_billing_profile,53,DEVC_SUPRT_STACC_AMT,단말지원정산금액,NUMERIC,,,CSV 미생성,,,현재 합성 CSV 및 분석용 DuckDB에 없음,111
L1BAT_CUST_BLNG_AND_BNFT_SUM,hackathon_billing_profile,54,BASF_DSCNT_RETURN_AMT,기본료할인반환금액,NUMERIC,,,CSV 미생성,,,현재 합성 CSV 및 분석용 DuckDB에 없음,117
L1BAT_CUST_BLNG_AND_BNFT_SUM,hackathon_billing_profile,55,SPPS_DSCNT_RETURN_AMT,부가서비스할인반환금액,NUMERIC,,,CSV 미생성,,,현재 합성 CSV 및 분석용 DuckDB에 없음,119
L1BAT_CUST_BLNG_AND_BNFT_SUM,hackathon_billing_profile,56,CNVG_DSCNT_RETURN_AMT,결합할인반환금액,NUMERIC,,,CSV 미생성,,,현재 합성 CSV 및 분석용 DuckDB에 없음,121
L1BAT_CUST_BLNG_AND_BNFT_SUM,hackathon_billing_profile,57,OFFR_DSCNT_RETURN_AMT,오퍼할인반환금액,NUMERIC,,,CSV 미생성,,,현재 합성 CSV 및 분석용 DuckDB에 없음,123
L1BAT_CUST_BLNG_AND_BNFT_SUM,hackathon_billing_profile,58,EBCST_RETURN_AMT,설치비반환금액,NUMERIC,,,CSV 미생성,,,현재 합성 CSV 및 분석용 DuckDB에 없음,125
L1BAT_CUST_BLNG_AND_BNFT_SUM,hackathon_billing_profile,59,EXPRY_RETURN_AMT,해지반환금액,NUMERIC,,,CSV 미생성,,,현재 합성 CSV 및 분석용 DuckDB에 없음,127
L1BAT_CUST_BLNG_AND_BNFT_SUM,hackathon_billing_profile,60,ETC_RETURN_AMT,기타반환금액,NUMERIC,,,CSV 미생성,,,현재 합성 CSV 및 분석용 DuckDB에 없음,129
L1BAT_CUST_BLNG_AND_BNFT_SUM,hackathon_billing_profile,61,ETC_AMT,기타금액,NUMERIC,,,CSV 미생성,,,현재 합성 CSV 및 분석용 DuckDB에 없음,131
L1BAT_CUST_BLNG_AND_BNFT_SUM,hackathon_billing_profile,62,AGDC_AMT,약정할인금액,NUMERIC,,,CSV 미생성,,,현재 합성 CSV 및 분석용 DuckDB에 없음,133
L1BAT_CUST_BLNG_AND_BNFT_SUM,hackathon_billing_profile,63,CHCE_AGDC_AMT,선택약정할인금액,NUMERIC,,,CSV 미생성,,,현재 합성 CSV 및 분석용 DuckDB에 없음,135
L1BAT_CUST_BLNG_AND_BNFT_SUM,hackathon_billing_profile,64,LNTEM_DSCNT_AMT,장기할인금액,NUMERIC,,,CSV 미생성,,,현재 합성 CSV 및 분석용 DuckDB에 없음,137
L1BAT_CUST_BLNG_AND_BNFT_SUM,hackathon_billing_profile,65,HANBNG_YO_CNVG_DSCNT_AMT,한방에YO결합할인금액,NUMERIC,,,CSV 미생성,,,현재 합성 CSV 및 분석용 DuckDB에 없음,139
L1BAT_CUST_BLNG_AND_BNFT_SUM,hackathon_billing_profile,66,ETC_CNVG_DSCNT_AMT,기타결합할인금액,NUMERIC,,,CSV 미생성,,,현재 합성 CSV 및 분석용 DuckDB에 없음,141
L1BAT_CUST_BLNG_AND_BNFT_SUM,hackathon_billing_profile,67,PGM_DSCNT_AMT,프로그램할인금액,NUMERIC,,,CSV 미생성,,,현재 합성 CSV 및 분석용 DuckDB에 없음,143
L1BAT_CUST_BLNG_AND_BNFT_SUM,hackathon_billing_profile,68,CUST_MGMT_DSCNT_AMT,고객케어할인금액,NUMERIC,,,CSV 미생성,,,현재 합성 CSV 및 분석용 DuckDB에 없음,145
L1BAT_CUST_BLNG_AND_BNFT_SUM,hackathon_billing_profile,69,PRMTN_DSCNT_AMT,프로모션할인금액,NUMERIC,,,CSV 미생성,,,현재 합성 CSV 및 분석용 DuckDB에 없음,147
L1BAT_CUST_BLNG_AND_BNFT_SUM,hackathon_billing_profile,70,MBRSH_DSCNT_AMT,멤버십할인금액,NUMERIC,,,CSV 미생성,,,현재 합성 CSV 및 분석용 DuckDB에 없음,149
L1BAT_CUST_BLNG_AND_BNFT_SUM,hackathon_billing_profile,71,PUBWF_DSCNT_AMT,공공복지할인금액,NUMERIC,,,CSV 미생성,,,현재 합성 CSV 및 분석용 DuckDB에 없음,151
L1BAT_CUST_BLNG_AND_BNFT_SUM,hackathon_billing_profile,72,GROP_DSCNT_AMT,단체할인금액,NUMERIC,,,CSV 미생성,,,현재 합성 CSV 및 분석용 DuckDB에 없음,153
L1BAT_CUST_BLNG_AND_BNFT_SUM,hackathon_billing_profile,73,CNTC_DSCNT_AMT,계약할인금액,NUMERIC,,,CSV 미생성,,,현재 합성 CSV 및 분석용 DuckDB에 없음,155
L1BAT_CUST_BLNG_AND_BNFT_SUM,hackathon_billing_profile,74,ETC_DSCNT_AMT,기타할인금액,NUMERIC,,,CSV 미생성,,,현재 합성 CSV 및 분석용 DuckDB에 없음,157
L1BAT_CUST_BLNG_AND_BNFT_SUM,hackathon_billing_profile,75,CHRG_ADJMT_DSCNT_AMT,요금조정할인금액,NUMERIC,,,CSV 미생성,,,현재 합성 CSV 및 분석용 DuckDB에 없음,159
L1BAT_CUST_BLNG_AND_BNFT_SUM,hackathon_billing_profile,76,CNTC_CHRG_ADJMT_AMT,계약요금조정금액,NUMERIC,,,CSV 미생성,,,현재 합성 CSV 및 분석용 DuckDB에 없음,161
L1BAT_CUST_BLNG_AND_BNFT_SUM,hackathon_billing_profile,77,PMTH_UCLM_AMT,전월미청구금액,NUMERIC,,,CSV 미생성,,,현재 합성 CSV 및 분석용 DuckDB에 없음,163
L1BAT_CUST_BLNG_AND_BNFT_SUM,hackathon_billing_profile,78,LTPYM_ADDC_AMT,연체가산금,NUMERIC,,,CSV 미생성,,,현재 합성 CSV 및 분석용 DuckDB에 없음,165
L1BAT_CUST_BLNG_AND_BNFT_SUM,hackathon_billing_profile,79,BDP_NON_CLSS_BILL_AMT,BDP미분류청구금액,NUMERIC,,,CSV 미생성,,,현재 합성 CSV 및 분석용 DuckDB에 없음,167
L1BAT_CUST_BLNG_AND_BNFT_SUM,hackathon_billing_profile,80,BILL_VAT_AMT,청구부가가치세금액,NUMERIC,,,CSV 미생성,,,현재 합성 CSV 및 분석용 DuckDB에 없음,169
L1BAT_CUST_BLNG_AND_BNFT_SUM,hackathon_billing_profile,81,TOT_BILL_AMT,청구총금액,NUMERIC,TOT_BILL_AMT,str / None,CSV만 유지,,,"CSV 물리명 유지, Source 매핑 없음",171
L1BAT_CUST_BLNG_AND_BNFT_SUM,hackathon_billing_profile,82,PMTH_UPAID_AMT,전월미납금액,NUMERIC,,,CSV 미생성,,,현재 합성 CSV 및 분석용 DuckDB에 없음,173
L1BAT_CUST_BLNG_AND_BNFT_SUM,hackathon_billing_profile,83,PMTH_XCLN_ACLTN_UPAID_AMT,전월제외누적미납금액,NUMERIC,,,CSV 미생성,,,현재 합성 CSV 및 분석용 DuckDB에 없음,175
L1BAT_CUST_BLNG_AND_BNFT_SUM,hackathon_billing_profile,84,PYM_AMT,납부금액,NUMERIC,,,CSV 미생성,,,현재 합성 CSV 및 분석용 DuckDB에 없음,177
L1BAT_CUST_BLNG_AND_BNFT_SUM,hackathon_billing_profile,85,THMN_DEVC_SUPRT_AMT,당월단말지원금액,NUMERIC,,,CSV 미생성,,,현재 합성 CSV 및 분석용 DuckDB에 없음,179
L1BAT_CUST_BLNG_AND_BNFT_SUM,hackathon_billing_profile,86,THMN_GIFT_AMT,당월사은품금액,NUMERIC,,,CSV 미생성,,,현재 합성 CSV 및 분석용 DuckDB에 없음,181
L1BAT_CUST_BLNG_AND_BNFT_SUM,hackathon_billing_profile,87,MBRSH_RMND_PNT,멤버십잔여포인트,NUMERIC,,,CSV 미생성,,,현재 합성 CSV 및 분석용 DuckDB에 없음,183
L1BAT_CUST_BLNG_AND_BNFT_SUM,hackathon_billing_profile,88,THMN_MBRSH_USE_PNT,당월멤버십사용포인트,NUMERIC,,,CSV 미생성,,,현재 합성 CSV 및 분석용 DuckDB에 없음,185
L1BAT_CUST_BLNG_AND_BNFT_SUM,hackathon_billing_profile,89,THMN_CMPN_AMT,당월캠페인이용금액,NUMERIC,,,CSV 미생성,,,현재 합성 CSV 및 분석용 DuckDB에 없음,187
L1BAT_CUST_BLNG_AND_BNFT_SUM,hackathon_billing_profile,90,THMN_EZPNT_USE_AMT,당월EZ포인트사용금액,NUMERIC,,,CSV 미생성,,,현재 합성 CSV 및 분석용 DuckDB에 없음,189
